country,description,points,price,province,region_1,taster_name,title,variety
Italy,"Made with 95% Garganega and 5% Chardonnay, this has aromas of maple syrup, dried white flower and candied orange zest. The round palate doles out dried apricot, candied tangerine and acacia honey.",88,44.0,Veneto,Recioto di Soave,Kerin O’Keefe,Villa Canestrari 2011 Alesium  (Recioto di Soave),White Blend
US,"While the apricot, orange and green apple flavors in this Chardonnay are strong and sweet, the wine is balanced by brisk acidity and a minerality that feels and tastes like a lick of steel. It's a nice wine to drink now, although it's pricey for what you get.",87,48.0,California,Russian River Valley,,Rochioli 2009 Chardonnay (Russian River Valley),Chardonnay
Chile,"Licorice, mint leaf, black pepper and a hint of tomato define the nose, while the palate has a regular, lightly choppy feel along with flavors of olive, herbal berry fruit and pepper. Dry and smooth on the finish, with lightness and good balance. Good Merlot for the price.",87,10.0,Maipo Valley,,Michael Schachner,Viña Casablanca 2008 Cefiro Reseva Merlot (Maipo Valley),Merlot
US,"From an estate site, this wine offers power and concentration. Creamy in texture, the generosity of fruit is balanced by notes of stone, toasted oak and French butter, making for a wonderfully complete experience on the palate.",91,40.0,California,Russian River Valley,Virginie Boone,La Crema 2015 Kelli Ann Vineyard Chardonnay (Russian River Valley),Chardonnay
US,"Plum, cinnamon, Chinese five spice, egg nog, strawberry compote and sour cherry team up for a memorable nose. The palate proves more straight-ahead and savory, with sandalwood up front and fleshy plum, cooked rhubarb and some strawberry in the background.",92,50.0,California,Santa Cruz Mountains,Matt Kettmann,Clos La Chance 2012 Murphy's Choice Pinot Noir (Santa Cruz Mountains),Pinot Noir
Italy,"Classic varietal aromas of crushed tomato vine, grapefruit and a whiff of aromatic herb take center stage. The grapefruit note carries over to the medium-bodied palate along with honeydew melon and a hint of mineral.",88,70.0,Northeastern Italy,Collio,Kerin O’Keefe,Draga 2015 Sauvignon (Collio),Sauvignon
France,"A smooth, soft and full wine, rich in fruits and warm acidity. A touch of minerality expresses the chalk soil of the vineyard. Still dominated by young fruitiness, it will be better in 2015.",91,25.0,Loire Valley,Sancerre,Roger Voss,Domaine Cherrier et Fils 2013  Sancerre,Sauvignon Blanc
US,"Tastes unevenly ripened, with some wintergreen flavors side by side with raisins, although the middle is rich in cherries. On the plus side is silkiness and dryness. Drink now.",85,50.0,California,Santa Lucia Highlands,,Bernardus 2006 Tondre Pinot Noir (Santa Lucia Highlands),Pinot Noir
Spain,"Simple but well-maded wine with aromas of chewing gum, cherry and blackberry. It's a plump, sort of grabby red with sweet raspberry and chocolate flavors followed by a creamy, soft finish. Not much complexity but good fruit and depth. Not the least bit hard to drink. Good mass wine.",85,13.0,Northern Spain,Vino de la Tierra de Castilla y León,Michael Schachner,J. & F. Lurton 2007 Herederos de François Lurton Villafrance de Duero Red (Vino de la Tierra de Castilla y León),Red Blend
Chile,Gritty minerally aromas of vitamins and medicinal plum and cranberry set up a full-bodied palate with creamy oak. Herbal spicy black-plum flavors finish oaky and a bit sticky and heavy.,88,40.0,Casablanca Valley,,Michael Schachner,Matetic 2014 EQ Pinot Noir (Casablanca Valley),Pinot Noir
Chile,"Burnt-field aromas are acrid and not that fruity. The wine is better on the palate, where it's spritzy and jumpy, with standard soda cracker and generic citrus and banana flavors. Scratchy on the finish but reasonably flavorful and legit.",86,20.0,Casablanca Valley,,Michael Schachner,Caliterra 2007 Tributo Edicion Limitada Chardonnay (Casablanca Valley),Chardonnay
Chile,"Another wine from Portal del Alto that's just on the cusp of drinkability. Potent butterscotch and cream aromas don't seem authentic. Resiny flavors mask the fruit, and it finishes flat.",80,12.0,Maipo Valley,,Michael Schachner,Portal Del Alto 2000 Gran Reserva Chardonnay (Maipo Valley),Chardonnay
US,"With the fruit coming from Pepper Bridge, Seven Hills and Yellow Jacket vineyards, this winery's inaugural Walla Walla Valley release displays complex aromas of coffee, smoked meat, mineral, blueberries, violets and licorice. The dark coffee flavors are concentrated and dense, coming in waves and leading to an extended finish.",93,55.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Maison Bleue 2012 Voyageur Syrah (Walla Walla Valley (WA)),Syrah
US,"Bright acidity accompanies tight, wild berry fruits. As with many Malbecs, the fruit is balanced against clean earth and stem, with a touch of tomato leaf in the aromas.",89,28.0,Washington,Columbia Valley (WA),Paul Gregutt,Novelty Hill 2011 Stillwater Creek Vineyard Malbec (Columbia Valley (WA)),Malbec
Argentina,"Meaty, minty scents accent core cassis, jammy blackberry and oaky aromas. In the mouth, this benchmark Argentinean Malbec is tight and structured, with no flab or excess weight. An exotic mix of blueberry, cassis and Middle East spices finish long, with oak-driven lemony snap. Drink through 2020.",91,60.0,Mendoza Province,Mendoza,Michael Schachner,Bodega Catena Zapata 2011 Catena Alta Historic Rows Malbec (Mendoza),Malbec
Italy,"This vineyard-designate Taurasi Riserva is probably one of the biggest, boldest wines produced in Italy. It opens with an inky black color and intense aromas of black fruit, toast, spice, espresso bean and bitter black chocolate. The jackhammer tannins are steady and firm, and there's a long tail of prune and black fruit on the finish.",94,65.0,Southern Italy,Taurasi,,Feudi di San Gregorio 2004 Piano di Montevergine Riserva  (Taurasi),Aglianico
US,"Make no mistake—the model for this wine can be found among the classified growth white wines of Bordeaux. The barrel influences are many and varied, layering in a mix of smoke, caramel and cracker; and the fruit is supple and beautifully blended. White raisins, Asian pears, pineapple and peaches blend together gracefully, and the alcohol remains at a moderate 13.8%.",92,35.0,Washington,Columbia Valley (WA),Paul Gregutt,Chaleur Estate 2007 Blanc White (Columbia Valley (WA)),White Blend
Italy,"This shapely, opulent Brunello delivers soft texture and rich intensity that is highlighted by crisp aromas of sweet cherry, spice and dark vanilla bean. That soft roundness continues to the palate where the wine exhibits a smooth, velvety texture.",90,,Tuscany,Brunello di Montalcino,,Le Potazzine 2006 Gorelli  (Brunello di Montalcino),Sangiovese Grosso
Italy,"Piccini shows confidence and consistency with this best-selling value wine. Easy aromas of wild berry, blue violet and moist earth reveal its Tuscan soul.",85,9.0,Tuscany,Chianti,,Piccini 2010  Chianti,Sangiovese
US,"There are solid Cabernet flavors of blackberries and black currants in this dry, tannic wine. It's rough and astringent in the mouth, without much charm, but a rich steak, maybe topped with a gorgonzola sauce, will make it shine.",85,34.0,California,Napa Valley,,Markham 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon
Portugal,"Soft and fruity, this is a wine that is ready to drink. Red fruits and soft tannins are lifted by perfumed fruits that are forward and immediately attractive.",85,6.0,Tejo,,Roger Voss,Caves Velhas 2015 Serradayres Colheita Seleccionada Red (Tejo),Portuguese Red
Israel,"Made from 75% Sangiovese, 13% Barbera, 10% Pinot Noir and 2% Syrah, this is a fresh and lively rosé with bright notes of strawberry, raspberry and red cherry. A soft floral accent unfolds on the finish. Drink now.",86,15.0,Galilee,,Lauren Buzzeo,Galil Mountain 2011 Dry Rosé (Galilee),Rosé
US,"Rich, dark, dense and smoky, this is a fruit-driven Syrah that has a splendid bouquet of ripe black fruit. Some herbal accents and a streak of bark runs through the tannins.",92,50.0,Washington,Columbia Valley (WA),Paul Gregutt,Sequel 2009 Syrah (Columbia Valley (WA)),Syrah
US,"Chalk Hill's 2010 seems a little too underipe for comfort, although it is clean and dry, with some pleasant citrus and peach flavors.",85,33.0,California,Chalk Hill,,Chalk Hill 2010 Sauvignon Blanc (Chalk Hill),Sauvignon Blanc
US,"A blend of six varietals including Cabernet Franc and Syrah, this wine is utterly distinctive. The raspberry liqueur aroma has a meaty edge complemented with things like ground coffee, violets and white chocolate. All these flavors mingle in the mouth, and yet the wine is dry. The supple, silky texture is notable. Best Buy. —S.H.",89,10.0,California,California,,Ca' del Solo 2000 Big House Red Red (California),Red Blend
Austria,"Yeasty and juicy, this is a very savory Grüner where peppery, herbal spice stands in the foreground with lots of citrus freshness. This is lip-smackingly fresh, lively and intense.",91,34.0,Kremstal,,Anne Krebiehl MW,Geyerhof 2013 Steinleithn Reserve Grüner Veltliner (Kremstal),Grüner Veltliner
US,"Honeyed white-currant and toast aromas lead to a middleweight palate that sports slack acids. Two bottles tasted, this note reflects the better result.",84,13.0,Arizona,Arizona,,Fiddlebender NV Evolution White (Arizona),White Blend
US,"Superripe in raspberries and cherries, with a strong coating of sweet, smoky oak, this Pinot Noir is a little lacking in subtlety. But it has excellent acidity, minerality and even some firm tannins, and that structure gives it elegance. A bit brusque now, but will be fascinating to watch it develop over the next six years.",91,40.0,California,Santa Maria Valley,,Storm 2008 Le Bon Climat Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir
South Africa,"A beautiful example of 100% Pinotage. Gorgeous aromas of cassis, black berry and plum abound from this deep red wine. Firmly structured but approachable with the potential to age gracefully another three to five years. Unsweetened cocoa and concentrated dark fruit linger through the lengthy finish.",90,,Stellenbosch,,Lauren Buzzeo,Beyerskloof 2007 Diesel Pinotage (Stellenbosch),Pinotage
France,"Boldly tannic, this structured, wood-aged wine is just starting out. It's as much dry wood and tannins as fruit at this stage, although the fruit and mineral texture do promise aging. There is significant acidity at the end. Drink from 2016.",89,32.0,Beaujolais,Morgon,Roger Voss,Domaine de Leyre-Loup 2012 Réserve Louis Leyre-Loup  (Morgon),Gamay
US,"This seems as sweet as fruit juice, with flavors of orange, pineapple and banana. It's creamy and warm, in the way of the modern Chardonnay style.",82,8.0,California,California,,Butterfield Station 2011 Chardonnay (California),Chardonnay
Argentina,"Graphite and lead pencil aromas mix with toasty berry scents. It's solid and textured in the mouth, with creamy oak flavors alongside sawdust, milk chocolate and sweet berry notes. Deep and solid on the finish, but it trails behind Adrianna wines from recent vintages.",91,150.0,Mendoza Province,Mendoza,Michael Schachner,Bodega Catena Zapata 2008 Adrianna Vineyard Malbec (Mendoza),Malbec
US,There's a savage appeal (what the French call sauvage) to this unabashedly rustic Cabernet Franc that was fermented entirely using wild yeasts. Initial notes of tomato leaf and green stem blow off to reveal aripe red fruit with a gorgeously floral character. Tart acidity and a concentrated red-cherry flavor are accented with graphite and black tea notes.,88,20.0,New York,North Fork of Long Island,Anna Lee C. Iijima,Anthony Nappa 2010 Bordo Cabernet Franc (North Fork of Long Island),Cabernet Franc
US,"Marked by beautifully smooth, rounded tannins, this supple, polished Merlot offers very ripe flavors of cherries, red currants, violets, anise and sandalwood. If you like your wines when they're all primary fruit, drink it now. Otherwise, stash it away for three or four years.",89,39.0,California,Napa Valley,,Napa Smith 2007 Merlot (Napa Valley),Merlot
France,"There’s a pleasing nose here with some toast and mineral notes. A dry palate follows with lime, herb and mushroom flavors, and the mouthfeel is light and positive. More of the same follows on the finish, with a tasty biscuit note. It’s a solid, straightforward sparkler with a refreshing lack of pretense. Kosher, too.",86,18.0,Alsace,Alsace,,Abarbanel NV Cremant d'Alsace  (Alsace),Champagne Blend
US,"A peppery, aromatic start leads into this tightly-layered, pure varietal, single vineyard Cabernet Sauvignon. It's layered with red berry fruits, from strawberries on through. Young and firm, it shows just the right amount of barrel toast around polished tannins.",91,72.0,Washington,Yakima Valley,Paul Gregutt,Owen Roe 2011 DuBrul Vineyard Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon
Italy,"Made of equal parts dried Trebbiano and Malvasia grapes, this dessert wine has intense toasted almond, maple syrup and caramel aromas. The dense, structured palate delivers acacia honey, dried fig and toasted hazelnut flavors.",91,45.0,Tuscany,Vin Santo del Chianti Classico,Kerin O’Keefe,Losi Querciavalle 2000  Vin Santo del Chianti Classico,White Blend
